Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth
1918,5285,Alverta Bode,Mr,Male,1,Married,90,6/18/2021,2/28/2022,Inactive,2/28/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant manager - HR,1990
1920,1795036,Cordelia Vandervort IV,Mr,Male,1,Married,124,6/28/2021,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1974
1926,179034,Kayley Bosco,Mr,Male,1,Married,31,7/1/2021,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1959
1931,5286,Micheal Reichel,Mr,Male,1,,33,6/29/2021,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1994
1932,193171,Blake Jast,Mr,Male,1,Married,124,7/2/2021,3/31/2022,Inactive,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1969
1935,1795040,Dolores Kerluke,Mr,Male,1,Single,31,7/5/2021,3/29/2022,Inactive,3/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
1936,196139,Golda Bogan,Mr,Male,1,Married,24,7/1/2021,2/26/2022,Inactive,2/26/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver,1988
1938,193168,Garrett Stiedemann,Mr,Male,1,Married,124,6/1/2021,6/4/2022,Inactive,6/4/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,'0000'
1941,196141,Miss Melyssa Moore DVM,Mr,Male,1,Single,31,7/8/2021,2/23/2022,Inactive,2/23/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
1947,179037,Daphne Harris,Ms,Female,1,Single,125,7/12/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Data Colector,1998
1952,50037,Dahlia Mueller,Mr,Male,1,Married,167,4/1/2021,6/30/2022,Inactive,6/30/2022,\N,\N,Management,Contarct Basis,Buddhist,IT Consultant,1993
1954,1795042,Shanel Kris DVM,Mr,Male,1,Married,31,7/14/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1954
1955,179039,Yesenia Dickens Jr,Mr,Male,1,Single,139,7/15/2021,4/21/2022,Inactive,4/21/2022,\N,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1995
1957,5300,Zella Macejkovic,Ms,Female,1,Single,112,7/15/2021,11/30/2022,Inactive,11/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Data Entry Executive,1998
1959,5302,Claud Nolan,Mr,Male,1,Married,49,7/14/2021,\N,Active,\N,545,\N,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1991
1960,5303,Dejah Prosacco,Mr,Male,1,Married,24,7/7/2021,10/1/2021,Inactive,10/1/2021,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1975
1961,5304,Terrence Weimann,Mr,Male,5,Single,89,7/12/2021,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Muslim,Planning Engineer,1994
1962,5305,Mrs Theresia Stokes DVM,Mr,Male,1,Married,7,7/16/2021,7/21/2021,Inactive,7/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1979
1964,5307,Jamison Feest,Mr,Male,1,Married,6,7/16/2021,\N,Active,\N,1964,\N,Staff,Contarct Basis,Buddhist,Project Manager,1986
1965,1795043,Samantha Wolff,Mr,Male,1,Married,31,7/19/2021,2/8/2022,Inactive,2/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974
1967,5309,Erling Upton,Mr,Male,1,Married,7,7/19/2021,7/21/2021,Inactive,7/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,1969
1969,5311,Elmira Gleason,Ms,Male,1,Single,158,7/20/2021,12/21/2021,Inactive,12/21/2021,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1994
1970,1795044,Isac Marvin Jr,Mr,Male,1,Married,31,7/19/2021,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958
1975,198121,Mariam Lindgren,Mr,Male,1,Married,31,7/1/2021,6/10/2022,Inactive,6/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1978
1976,5312,Mr Rodrick Bartell,Mr,Male,1,Single,49,7/26/2021,12/4/2021,Inactive,12/4/2021,545,\N,Staff,Contarct Basis,Buddhist,Junior Technical Officer,1996
1985,5315,Stephania Conn,Mr,Male,3,Single,36,7/28/2021,12/7/2021,Inactive,12/7/2021,\N,\N,Staff,Contarct Basis,Hindu,Engineer Assistant,1994
1987,1795049,Arlie Ruecker Sr,Mr,Male,1,Married,31,7/30/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
1988,189065,Dr Nadia Tillman IV,Mr,Male,1,Married,43,7/29/2021,2/21/2022,Inactive,2/21/2022,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1994
1993,1795050,Mrs Shaniya Swaniawski,Mr,Male,5,Married,124,8/2/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Muslim,Mason,1980
1996,179040,Dianna Quigley,Ms,Female,1,Single,125,7/30/2021,5/9/2022,Inactive,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Data Colector,'0000'
1998,179041,Alfredo Pfeffer,Ms,Female,1,Single,125,8/2/2021,4/22/2022,Inactive,4/22/2022,\N,\N,Labour,Contarct Basis,Buddhist,Data Colector,'0000'
2000,5317,Mable Langworth,Mr,Male,1,Married,78,8/2/2021,12/9/2021,Inactive,12/9/2021,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1987
2001,5318,Marianne Hessel,Mr,Male,1,Single,33,8/2/2021,8/3/2021,Inactive,8/3/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1993
2002,5319,Gerry Kshlerin,Mr,Male,1,Single,36,8/2/2021,1/21/2022,Inactive,1/21/2022,545,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1991
2006,201001,Berta Davis,Mr,Male,1,Married,31,7/30/2021,11/15/2022,Inactive,11/15/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969
2007,1795051,Norene Sipes,Mr,Male,1,Married,31,8/3/2021,4/30/2022,Inactive,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971
2009,5320,Jeffry Hansen,Mr,Male,1,,54,7/28/2021,11/11/2021,Inactive,11/11/2021,\N,\N,Staff,Contarct Basis,Buddhist,Lab Technician,1991
2010,5321,Malinda Ritchie,Mr,Male,1,Single,36,8/5/2021,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Engineer Assistant,1995
2013,201005,Dr Neal Zemlak,Ms,Female,1,Married,25,8/2/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Document Controller,'0000'
2016,201008,Edison Mills,Mr,Male,3,Single,31,8/8/2021,2/25/2022,Inactive,2/25/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1997
2017,5322,Ms Rowena Mayert IV,Mr,Male,1,Married,6,8/9/2021,\N,Active,\N,2017,\N,Staff,Contarct Basis,Buddhist,Project Manager,1967
2018,5323,Miss Rita Considine PhD,Mr,Male,1,Single,22,8/9/2021,8/13/2021,Inactive,8/13/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996
2019,5324,Uriah Nienow,Mr,Male,1,Married,22,8/9/2021,\N,Active,\N,673,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1990
2020,1795052,Arnulfo Kuphal,Mr,Male,5,Married,31,8/10/2021,5/19/2022,Inactive,5/19/2022,\N,\N,Labour,Contarct Basis,Muslim,Unskilled Labor,1964
2023,1795054,Drake Hamill,Mr,Male,1,Married,31,8/11/2021,5/5/2022,Inactive,5/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969
2024,1795055,Miss Savanah Moore Sr,Mr,Male,1,Married,31,8/11/2021,2/7/2022,Inactive,2/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984
2027,5325,Jaquelin Kohler,Ms,Female,1,Single,170,8/11/2021,7/14/2022,Inactive,7/14/2022,\N,\N,Staff,Contarct Basis,Buddhist,Planning Engineer cum QAQC,1996
2031,195033,Mr Shaun Mante Jr,Mr,Male,3,Married,29,8/13/2021,10/23/2021,Inactive,10/23/2021,\N,\N,Labour,Contarct Basis,Hindu,Cook,1985
2033,1795058,Clarissa Goodwin,Mr,Male,1,Married,124,8/13/2021,4/5/2022,Inactive,4/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1996
2034,1795059,Bridgette Halvorson,Mr,Male,1,Married,124,8/13/2021,5/5/2022,Inactive,5/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1990
2036,5326,Mckenzie Bruen,Mr,Male,1,Married,168,8/17/2021,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Planning Executive,1982
2040,5327,Norma Hartmann MD,Mr,Male,1,,158,8/19/2021,4/30/2022,Inactive,4/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1995
2043,193176,Ms Pearlie Hettinger Sr,Mr,Male,1,Single,31,8/17/2021,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
2044,1795062,Mireille Bergnaum,Mr,Male,1,Married,124,8/20/2021,5/9/2022,Inactive,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1963
2045,1795063,Allene Larson,Mr,Male,1,Married,124,8/20/2021,6/6/2022,Inactive,6/6/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1968
2048,1795065,Prof Patrick Kohler,Mr,Male,1,Married,31,8/21/2021,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991
2049,1795066,Prof Lonie O'Hara,Ms,Male,1,Single,31,8/21/2021,5/9/2022,Inactive,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991
2050,1795067,Laverne Hudson,Mr,Male,1,Married,124,8/21/2021,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1975
2053,1795070,Rachelle Kling,Mr,Male,1,Married,31,8/21/2021,11/30/2022,Inactive,11/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974
2054,1795071,Mrs Stacy Larson,Mr,Male,1,Married,31,8/23/2021,4/30/2022,Inactive,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966
2057,1795074,Estell Bins MD,Mr,Male,1,Married,31,8/23/2021,5/7/2022,Inactive,5/7/2022,\N,\N,Labour,Permanant,Buddhist,Unskilled Labor,1978
2059,1795076,Miss Eden Runolfsson,Mr,Male,1,Married,124,8/23/2021,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1955
2060,1795077,Meredith Kuhic PhD,Mr,Male,1,Married,124,8/23/2021,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1975
2062,1795079,Erica Barton,Mr,Male,1,Married,31,8/23/2021,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1967
2063,5329,Prof Freda Eichmann,Mr,Male,1,Married,22,8/23/2021,4/30/2022,Inactive,4/30/2022,2064,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1994
2065,204001,Jerrell Witting,Mr,Male,1,Married,122,8/20/2021,3/16/2022,Inactive,3/16/2022,\N,\N,Labour,Contarct Basis,Buddhist,Security,1978
2068,204004,Prof Dusty Purdy Sr,Mr,Male,1,Single,129,8/20/2021,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Stores Helper,1997
2070,204006,Ms Rafaela Johns MD,Ms,Female,1,Married,31,8/21/2021,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988
2073,1795080,Oceane Krajcik I,Ms,Male,1,Married,124,8/25/2021,5/7/2022,Inactive,5/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1955
2079,196144,Floyd Brown,Mr,Male,1,Married,24,8/17/2021,3/22/2022,Inactive,3/22/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver,1976
2080,196145,Prof Alaina Wolf,Mr,Male,1,Single,31,8/20/2021,1/20/2022,Inactive,1/20/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003
2085,196146,Prof Geoffrey Weber IV,Mr,Male,1,Married,24,8/26/2021,2/10/2022,Inactive,2/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver,1986
2086,196147,Libby Rice,Mr,Male,1,Married,24,8/26/2021,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Driver,1977
2088,51018,Eugene Windler,Mr,Male,1,Single,56,8/31/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Helper,2002
2089,195034,Prof Carmelo Adams,Mr,Male,3,Single,31,8/27/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,2002
2093,193177,Adonis Runolfsdottir,Mr,Male,1,Married,31,8/25/2021,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
2094,5333,Noelia Cremin,Mr,Male,1,,22,8/31/2021,\N,Active,\N,673,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1989
2096,193178,Hilma Bartell,Mr,Male,1,Married,31,8/13/2021,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994
2097,195035,Cortez Bartoletti,Mr,Male,3,Single,31,8/27/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,2002
2101,1795090,Daron Bahringer,Mr,Male,1,Single,124,9/1/2021,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,'0000'
2102,1795091,Jalyn Maggio,Mr,Male,1,Married,31,9/1/2021,3/31/2022,Inactive,3/31/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1966
2105,1795094,Treva Powlowski,Mr,Male,1,Single,31,9/1/2021,3/29/2022,Inactive,3/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2106,1795095,Prof Braxton Bode DVM,Mr,Male,1,Single,31,9/2/2021,4/30/2022,Inactive,4/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985
2107,5334,Isadore Kirlin,Mr,Male,1,,78,9/1/2021,5/6/2022,Inactive,5/6/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Accountant,1985
2110,5337,Etha Wolf,Mr,Male,1,,83,9/1/2021,12/18/2021,Inactive,12/18/2021,\N,\N,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1993
2111,5338,Prof Clay Buckridge,Mr,Male,1,,33,9/1/2021,12/27/2021,Inactive,12/27/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1994
2112,5339,Deja Durgan,Mr,Male,1,,22,9/1/2021,10/1/2021,Inactive,10/1/2021,\N,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1986
2116,1795098,Samanta Williamson,Mr,Male,1,Married,124,9/6/2021,4/9/2022,Inactive,4/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1991
2119,5340,Meredith Becker,Mr,Male,1,Married,6,9/8/2021,9/7/2022,Inactive,9/7/2022,2709,\N,Staff,Contarct Basis,Buddhist,Project Manager,1982
2120,1795099,Dashawn Kassulke,Mr,Male,1,Married,31,9/9/2021,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969
2121,195037,Mr Demarco Shields,Mr,Male,1,Married,43,9/4/2021,3/29/2022,Inactive,3/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1991
2122,1795100,Tanner Hegmann,Mr,Male,1,Single,124,9/10/2021,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,2000
2123,1795101,Karley Jerde,Mr,Male,1,Single,31,9/10/2021,2/11/2022,Inactive,2/11/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997
2124,50041,Elmore Rutherford,Mr,Male,1,Married,33,9/1/2021,3/14/2022,Inactive,3/14/2022,2124,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1950
2126,203002,Duane Tromp III,Mr,Male,1,Married,24,9/1/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Driver,1987
2127,203003,Dr Sammie Volkman,Mr,Male,1,Single,31,9/1/2021,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999
2132,1795102,Yoshiko Leannon,Mr,Male,1,Married,124,9/13/2021,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1958
2133,1795103,Mrs Marianna Shields,Mr,Male,1,Married,124,9/13/2021,4/10/2022,Inactive,4/10/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1973
2134,5341,Jewell Hoppe II,Mr,Male,5,,89,9/13/2021,9/14/2021,Inactive,9/14/2021,\N,\N,Staff,Contarct Basis,Muslim,Planning Engineer,1994
2135,5342,Eula Welch,Mr,Male,1,,22,9/13/2021,0000-00-00,Active,0000-00-00,2631,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1993
2136,51019,Danielle Crona,Mr,Male,1,,173,9/6/2021,1/1/2022,Inactive,1/1/2022,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Safety Officer,1995
2137,1795104,Prof Shanel Hilpert III,Mr,Male,1,Single,31,9/14/2021,5/9/2022,Inactive,5/9/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977
2138,1795105,Monroe Tremblay DDS,Mr,Male,1,Married,31,9/14/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974
2140,198128,Hubert Schneider,Mr,Male,1,Married,41,9/1/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Electrician,1968
2142,198130,Brenda Denesik,Mr,Male,1,Single,41,9/13/2021,4/8/2022,Inactive,4/8/2022,\N,\N,Labour,Contarct Basis,Buddhist,Electrician,1979
2146,199078,Adolf White,Mr,Male,3,Single,31,9/15/2021,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,1996
2147,1795109,Avis Oberbrunner,Mr,Male,1,,1,9/16/2021,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Skilled Labor,'0000'
2148,1795110,Prof Eric Lowe,Mr,Male,4,,1,9/16/2021,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Catholic,Skilled Labor,'0000'
2150,1795112,Prof Coralie Reichel DVM,Mr,Male,3,,31,9/17/2021,3/30/2022,Inactive,3/30/2022,\N,\N,Labour,Contarct Basis,Hindu,Unskilled Labor,'0000'
2153,1795115,Melvina Rowe,Mr,Male,1,,31,9/21/2021,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2158,198131,Talia Bergstrom,Mr,Male,1,Married,30,9/8/2021,\N,Active,\N,\N,\N,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1970
2159,193180,Aracely Wisozk,Mr,Male,1,Married,43,9/15/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Operator - JCB,1994
2160,1795116,Dr Orland Ryan,Mr,Male,1,Single,31,9/16/2021,5/19/2022,Inactive,5/19/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995
2161,5343,Rene Mitchell,Mr,Male,1,Single,7,9/10/2021,12/18/2022,Inactive,12/18/2022,\N,\N,Staff,Contarct Basis,Buddhist,Store Keeper,2000
2162,5344,Maida Barton DVM,Mr,Male,1,,158,9/13/2021,1/31/2022,Inactive,1/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1995
2163,5345,Brigitte Halvorson,Ms,Female,1,Married,17,9/21/2021,2/6/2022,Inactive,2/6/2022,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1989
2165,5347,Mrs Tamia Nolan III,Mr,Male,1,,158,9/27/2021,1/6/2022,Inactive,1/6/2022,\N,\N,Staff,Contarct Basis,Buddhist,Assistant QS,1996
2166,196149,Dallin Macejkovic,Mr,Male,1,Single,195,9/27/2021,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Data Coordinator,1999
2168,203006,Candace Ankunding PhD,Mr,Male,1,Married,129,9/13/2021,0000-00-00,Active,0000-00-00,\N,\N,Labour,Contarct Basis,Buddhist,Stores Helper,1966
2193,1795118,Prof Oscar Fadel,Mr,Male,1,Married,31,10/5/2021,12/31/2021,Inactive,12/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981
2195,193182,Valentin Toy,Mr,Male,1,Married,31,10/7/2021,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970
2196,193183,Dr Lamont Murphy IV,Mr,Male,1,Single,31,10/4/2021,3/18/2022,Inactive,3/18/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001
2197,5349,Freeda Rice IV,Mr,Male,1,Single,17,10/1/2021,11/1/2021,Inactive,11/1/2021,\N,\N,Staff,Contarct Basis,Buddhist,Account Executive,1998
2200,1795119,Karina Predovic III,Mr,Male,1,Married,31,10/8/2021,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961
2204,1795122,Gabriella Gleason,Mr,Male,1,Married,31,10/9/2021,4/7/2022,Inactive,4/7/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968
2207,5351,Dr Katherine Kovacek,Mr,Male,1,Married,24,9/13/2021,4/30/2022,Inactive,4/30/2022,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1969
2208,5352,Ransom Grant,Mr,Male,1,,22,10/11/2021,0000-00-00,Active,0000-00-00,2709,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996
2209,5353,Judd Hartmann,Mr,Male,1,,22,10/11/2021,\N,Active,\N,2631,\N,Staff,Contarct Basis,Buddhist,Technical Officer,1996
2210,5354,Mr Franco Friesen Jr,Ms,Female,1,Single,178,10/12/2021,0000-00-00,Active,0000-00-00,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,1996
2211,5355,Carol Weimann,Ms,Female,1,Single,178,10/12/2021,11/9/2021,Inactive,11/9/2021,\N,\N,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,1997
2214,1795125,Kaylie Von,Mr,Male,1,Married,31,10/13/2021,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976
2216,193185,Karen Wolf,Mr,Male,1,,31,10/13/2021,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993
2217,193186,Delilah Mueller,Mr,Male,1,Married,31,10/12/2021,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961
2220,50042,Jay Buckridge,Ms,Female,3,Single,45,8/2/2021,\N,Active,\N,\N,\N,Management,Contarct Basis,Hindu,Construction Manager,1963
2221,1795126,Kendrick Runolfsson,Mr,Male,1,Married,124,10/14/2021,3/24/2022,Inactive,3/24/2022,\N,\N,Labour,Contarct Basis,Buddhist,Mason,1982
2225,5356,Gilbert Hermiston II,Mr,Male,1,Married,152,10/14/2021,3/31/2022,Inactive,3/31/2022,\N,\N,Management,Contarct Basis,Buddhist,Manager Contract,1987
2228,198133,Emilie Klein,Mr,Male,1,Married,55,10/21/2021,2/28/2022,Inactive,2/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1974
2229,5357,Sheila Jakubowski,Mr,Male,1,Married,33,10/11/2021,10/24/2021,Inactive,10/24/2021,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1981
2230,1795128,Dr Adeline Rowe,Mr,Male,1,Married,31,10/22/2021,5/5/2022,Inactive,5/5/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974
2231,1795129,Aimee Dach,Mr,Male,1,Single,31,10/22/2021,4/2/2022,Inactive,4/2/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998
2233,5358,Lenore Nikolaus,Mr,Male,1,Married,24,10/18/2021,8/31/2022,Inactive,8/31/2022,\N,\N,Staff,Contarct Basis,Buddhist,Driver,1964
2236,5359,Craig Balistreri,Mr,Male,1,,180,10/25/2021,11/14/2021,Inactive,11/14/2021,\N,\N,Staff,Contarct Basis,Buddhist,Assistant Manager Procurement,1983
2238,5361,Dr Bert Kozey,Mr,Male,1,Single,33,10/25/2021,\N,Active,\N,\N,\N,Staff,Contarct Basis,Buddhist,Site Engineer,1995
2246,179043,Enrico Vandervort,Mr,Male,1,Married,139,10/5/2021,4/28/2022,Inactive,4/28/2022,\N,\N,Labour,Contarct Basis,Buddhist,Surveyor Helper,1958
2247,197106,Alberto Wunsch,Mr,Male,1,Married,31,10/1/2021,3/29/2022,Inactive,3/29/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998
2250,197109,Emmanuel Koelpin,Mr,Male,1,Married,31,10/25/2021,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972
2254,196151,Dr Eldora Hayes,Mr,Male,1,Married,29,10/1/2021,6/24/2022,Inactive,6/24/2022,\N,\N,Labour,Contarct Basis,Buddhist,Cook,'0000'
2255,196152,Mr Zachery Romaguera,Mr,Male,1,Single,55,10/15/2021,2/25/2022,Inactive,2/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1983
2256,196153,Margaret Shanahan,Mr,Male,1,Single,31,10/19/2021,11/15/2021,Inactive,11/15/2021,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003
2257,196154,Justyn Lindgren,Mr,Male,1,Single,31,10/19/2021,3/18/2022,Inactive,3/18/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002
2258,198135,Anibal Hamill,Mr,Male,1,Married,4,10/27/2021,10/31/2021,Inactive,10/31/2021,\N,\N,Labour,Contarct Basis,Buddhist,Bar Bender,1981
2259,188007,Dr Alicia Keebler,Mr,Male,1,Married,31,10/25/2021,4/25/2022,Inactive,4/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986
2260,188008,Osvaldo Runolfsson,Mr,Male,1,Married,31,10/25/2021,4/1/2022,Inactive,4/1/2022,\N,\N,Labour,Contarct Basis,Buddhist,Unskilled Labor,'0000'
2262,188010,Sophia Kunde IV,Mr,Male,1,Married,55,10/25/2021,4/25/2022,Inactive,4/25/2022,\N,\N,Labour,Contarct Basis,Buddhist,Fitter,1997
